学号,类别,名称,补充说明,获奖情况,人员次序,获得日期,结题时间,认定学分,状态,审核人,审核意见
202500754,学术论文,基于YOLO的车距保持辅助算法研究,普通期刊·其他作者,,其他作者,2026-01-22,,0.5,驳回,吴敏,材料不完整，请补充佐证后重新提交
202500754,申请专利,一种电动汽车电池包液冷结构,发明专利·第一发明人,,第一发明人,2026-05-07,,6.0,待院长审批,吴敏,初审通过，转院长审批
202500754,其他实践活动,德国亚琛工业大学线上交流项目,学术交流访问·出境交流,,,2026-08-05,,2.0,通过,吴敏,材料齐全，同意认定
202500755,前沿学术报告,名家学术讲座,单场·智能网联汽车技术前沿,,,2026-01-05,,0.5,驳回,吴敏,材料不完整，请补充佐证后重新提交
202500755,年度创新创业项目,院级·负责人,二手车价格预测模型构建,,负责人,2025-02-25,2028-06-30,1.0,待审核,,
202500755,科技创新竞赛,中国国际大学生创新大赛,,省级·三等奖,第三完成人,2026-04-08,,0.5,通过,吴敏,材料齐全，同意认定
202500755,创业实践,校内共享打印服务站,注册成立公司·合伙人,,合伙人,2026-01-23,,4.0,驳回,吴敏,认定依据不足，请补充说明材料
202500755,学术论文,基于多目标优化的车身结构轻量化设计,国际/国内会议·第二作者,,第二作者,2026-04-13,,2.0,驳回,吴敏,时间信息有误，请核对后重新提交
202500755,申请专利,一种新能源汽车充电枪锁止机构,外观设计专利·其他发明人,,其他发明人,2026-04-23,,1.0,通过,吴敏,材料齐全，同意认定
202500755,其他实践活动,全国大学生汽车科技夏令营,学术交流访问·境内交流,,,2026-05-18,,1.0,通过,吴敏,符合认定条件，通过
202500756,前沿学术报告,名家学术讲座,单场·汽车芯片与域控制器架构,,,2026-01-28,,0.5,待审核,,
202500756,年度创新创业项目,校级·一般成员,基于深度学习的交通标志识别系统,,一般成员,2025-10-28,2028-06-30,1.0,待审核,,
202500756,科技创新竞赛,全国大学生智能汽车竞赛,,国家级·一等奖,第三完成人,2026-02-05,,3.0,驳回,吴敏,盖章缺失，请重新上传完整材料
202500756,创业实践,二手车检测陪购服务工作室,入驻孵化器·负责人,,负责人,2026-02-28,,4.0,驳回,吴敏,认定依据不足，请补充说明材料
202500756,学术论文,基于深度学习的路面裂缝检测方法研究,核心期刊·其他作者,,其他作者,2026-03-13,,1.0,通过,吴敏,材料齐全，同意认定
202500756,申请专利,一种可调节角度的车载平板支架,实用新型专利·第一发明人,,第一发明人,2026-07-08,,3.0,通过,吴敏,材料齐全，同意认定
202500756,其他实践活动,汽车造型设计工作坊,学术交流访问·出境交流,,,2026-04-03,,2.0,驳回,吴敏,盖章缺失，请重新上传完整材料
202500757,前沿学术报告,名家学术讲座,单场·氢能及燃料电池汽车产业展望,,,2026-02-15,,0.5,通过,吴敏,材料齐全，同意认定
202500757,年度创新创业项目,院级·负责人,太阳能小车能量管理策略研究,,负责人,2025-12-17,2028-06-30,1.0,通过,吴敏,材料齐全，同意认定
202500757,科技创新竞赛,全国大学生数学建模竞赛,,省级·三等奖,第一完成人,2026-07-25,,1.0,通过,吴敏,佐证材料完整，予以通过
202500757,创业实践,新能源汽车科普工作室,入驻孵化器·团队成员,,团队成员,2026-05-14,,2.0,通过,吴敏,符合认定条件，通过
202500757,学术论文,基于深度学习的路面裂缝检测方法研究,国际/国内会议·其他作者,,其他作者,2026-07-25,,1.0,待审核,,
202500757,申请专利,一种车载智能空气净化装置,实用新型专利·其他发明人,,其他发明人,2026-07-24,,1.5,通过,吴敏,佐证材料完整，予以通过
202500757,其他实践活动,智能驾驶技术专题培训,技能资格培训·中级,,,2026-03-20,,1.0,通过,吴敏,材料齐全，同意认定
202500758,前沿学术报告,汽车百家讲坛,第11期以后·智能制造与数字化工厂实践,,,2026-04-02,,0.25,通过,吴敏,材料齐全，同意认定
202500758,年度创新创业项目,省级·核心成员,基于深度学习的交通标志识别系统,,核心成员,2025-11-25,2028-06-30,3.0,通过,吴敏,材料齐全，同意认定
202500758,科技创新竞赛,校智能车校内选拔赛,,校级·一等奖,核心成员,2026-08-11,,0.6,待审核,,
202500758,创业实践,新能源汽车科普工作室,创业训练计划·负责人,,负责人,2026-07-03,,3.0,通过,吴敏,符合认定条件，通过
202500758,学术论文,汽车主动悬架半主动控制策略仿真,普通期刊·第二作者,,第二作者,2026-04-04,,1.0,驳回,吴敏,时间信息有误，请核对后重新提交
202500758,申请专利,一种新能源汽车充电枪锁止机构,实用新型专利·第一发明人,,第一发明人,2026-03-09,,3.0,驳回,吴敏,时间信息有误，请核对后重新提交
202500758,其他实践活动,暑期高校科学营活动,学术交流访问·出境交流,,,2026-05-22,,2.0,通过,吴敏,符合认定条件，通过
202500759,前沿学术报告,名家学术讲座,单场·氢能及燃料电池汽车产业展望,,,2026-05-05,,0.5,通过,吴敏,材料齐全，同意认定
202500759,年度创新创业项目,校级·负责人,车载OBD数据采集与驾驶行为分析,,负责人,2025-02-05,2028-06-30,2.0,通过,吴敏,佐证材料完整，予以通过
202500759,科技创新竞赛,全国大学生数学建模竞赛,,省级·三等奖,第一完成人,2026-05-07,,1.0,驳回,吴敏,时间信息有误，请核对后重新提交
202500759,创业实践,校内共享打印服务站,创业训练计划·团队成员,,团队成员,2026-08-20,,1.5,驳回,吴敏,材料不完整，请补充佐证后重新提交
202500759,学术论文,基于YOLO的车距保持辅助算法研究,核心期刊·第二作者,,第二作者,2026-02-22,,2.0,待审核,,
202500759,申请专利,一种可调节角度的车载平板支架,外观设计专利·第一发明人,,第一发明人,2026-03-09,,2.0,待院长审批,吴敏,初审通过，转院长审批
202500759,其他实践活动,暑期高校科学营活动,技能资格培训·中级,,,2026-07-25,,1.0,通过,吴敏,材料齐全，同意认定
202500760,前沿学术报告,汽车百家讲坛,第6-10期·氢能及燃料电池汽车产业展望,,,2026-07-01,,0.25,通过,吴敏,佐证材料完整，予以通过
202500760,年度创新创业项目,院级·负责人,二手车价格预测模型构建,,负责人,2025-12-23,2028-06-30,1.0,驳回,吴敏,盖章缺失，请重新上传完整材料
202500760,科技创新竞赛,全国大学生机械创新设计大赛,,国家级·一等奖,负责人,2026-07-02,,6.0,驳回,吴敏,盖章缺失，请重新上传完整材料
202500760,创业实践,校园二手书流转平台,注册成立公司·法人代表,,法人代表,2026-04-27,,6.0,驳回,吴敏,材料不完整，请补充佐证后重新提交
202500760,学术论文,基于多目标优化的车身结构轻量化设计,普通期刊·第一作者,,第一作者,2026-05-17,,2.0,通过,吴敏,符合认定条件，通过
202500760,申请专利,一种可调节角度的车载平板支架,发明专利·其他发明人,,其他发明人,2026-08-13,,3.0,待审核,,
202500760,其他实践活动,全国大学生汽车科技夏令营,学科冬夏令营·国家级,,,2026-02-12,,2.0,通过,吴敏,材料齐全，同意认定
202500761,前沿学术报告,汽车百家讲坛,第11期以后·汽车空气动力学优化设计,,,2026-02-14,,0.25,驳回,吴敏,认定依据不足，请补充说明材料
202500761,年度创新创业项目,院级·一般成员,太阳能小车能量管理策略研究,,一般成员,2025-12-16,2028-06-30,0.5,驳回,吴敏,材料不完整，请补充佐证后重新提交
202500761,科技创新竞赛,中国大学生方程式汽车大赛,,国家级·一等奖,核心成员,2026-07-13,,3.6,通过,吴敏,材料齐全，同意认定
202500761,创业实践,智能驾培服务平台,入驻孵化器·负责人,,负责人,2026-01-07,,4.0,待院长审批,吴敏,初审通过，转院长审批
202500761,学术论文,低温环境下锂电池充放电特性研究,核心期刊·其他作者,,其他作者,2026-07-09,,1.0,驳回,吴敏,时间信息有误，请核对后重新提交
202500761,申请专利,一种车载智能空气净化装置,实用新型专利·第一发明人,,第一发明人,2026-06-16,,3.0,通过,吴敏,符合认定条件，通过
202500761,其他实践活动,德国亚琛工业大学线上交流项目,技能资格培训·高级,,,2026-05-28,,1.5,待审核,,
202500762,前沿学术报告,名家学术讲座,单场·无人驾驶环境感知技术进展,,,2026-01-13,,0.5,公示中,吴敏,佐证材料完整，予以通过
202500762,年度创新创业项目,院级·一般成员,基于STM32的智能循迹小车,,一般成员,2025-01-09,2028-06-30,0.5,驳回,吴敏,盖章缺失，请重新上传完整材料
202500762,科技创新竞赛,全国大学生智能汽车竞赛,,国家级·二等奖,第二完成人,2026-07-07,,2.8,待审核,,
202500762,创业实践,智能驾培服务平台,注册成立公司·合伙人,,合伙人,2026-08-08,,4.0,驳回,吴敏,时间信息有误，请核对后重新提交
202500762,学术论文,低温环境下锂电池充放电特性研究,国际/国内会议·第一作者,,第一作者,2026-03-19,,3.0,通过,吴敏,佐证材料完整，予以通过
202500762,申请专利,一种车载智能空气净化装置,实用新型专利·其他发明人,,其他发明人,2026-01-04,,1.5,驳回,吴敏,材料不完整，请补充佐证后重新提交
202500762,其他实践活动,汽车造型设计工作坊,学科冬夏令营·省级,,,2026-07-02,,1.0,通过,吴敏,材料齐全，同意认定
202500763,前沿学术报告,汽车百家讲坛,第1-5期·新能源汽车动力总成发展趋势,,,2026-02-01,,0.25,通过,吴敏,材料齐全，同意认定
202500763,年度创新创业项目,省级·核心成员,车载OBD数据采集与驾驶行为分析,,核心成员,2025-04-18,2028-06-30,3.0,通过,吴敏,佐证材料完整，予以通过
202500763,科技创新竞赛,山东省大学生机电产品创新设计竞赛,,省级·二等奖,第一完成人,2026-08-08,,2.0,通过,吴敏,材料齐全，同意认定
202500763,创业实践,二手车检测陪购服务工作室,创业训练计划·负责人,,负责人,2026-02-24,,3.0,驳回,吴敏,时间信息有误，请核对后重新提交
202500763,学术论文,燃料电池汽车氢气循环系统特性分析,SCI/EI 收录·第一作者,,第一作者,2026-03-25,,6.0,驳回,吴敏,时间信息有误，请核对后重新提交
202500763,申请专利,一种车载智能空气净化装置,实用新型专利·第一发明人,,第一发明人,2026-02-09,,3.0,通过,吴敏,符合认定条件，通过
202500763,其他实践活动,德国亚琛工业大学线上交流项目,技能资格培训·初级,,,2026-07-15,,0.5,通过,吴敏,符合认定条件，通过
202500764,前沿学术报告,汽车百家讲坛,第1-5期·无人驾驶环境感知技术进展,,,2026-07-28,,0.25,通过,吴敏,佐证材料完整，予以通过
202500764,年度创新创业项目,校级·负责人,新能源汽车电池热管理优化研究,,负责人,2025-06-04,2028-06-30,2.0,驳回,吴敏,盖章缺失，请重新上传完整材料
202500764,科技创新竞赛,山东省大学生机电产品创新设计竞赛,,省级·三等奖,第二完成人,2026-07-02,,0.7,通过,吴敏,符合认定条件，通过
202500764,创业实践,二手车检测陪购服务工作室,注册成立公司·团队成员,,团队成员,2026-06-18,,2.0,通过,吴敏,符合认定条件，通过
202500764,学术论文,电动汽车无线充电耦合机构优化设计,普通期刊·第一作者,,第一作者,2026-02-08,,2.0,待审核,,
202500764,申请专利,一种基于视觉的后视镜盲区监测装置,实用新型专利·其他发明人,,其他发明人,2026-05-15,,1.5,驳回,吴敏,材料不完整，请补充佐证后重新提交
202500764,其他实践活动,暑期高校科学营活动,技能资格培训·中级,,,2026-07-25,,1.0,通过,吴敏,佐证材料完整，予以通过
202500765,前沿学术报告,汽车百家讲坛,第11期以后·无人驾驶环境感知技术进展,,,2026-07-04,,0.25,通过,吴敏,佐证材料完整，予以通过
202500765,年度创新创业项目,省级·负责人,轮胎花纹与湿滑路面制动性能仿真,,负责人,2025-03-14,2028-06-30,4.0,通过,吴敏,材料齐全，同意认定
202500765,科技创新竞赛,中国大学生方程式汽车大赛,,国家级·三等奖,第一完成人,2026-04-24,,2.0,通过,吴敏,材料齐全，同意认定
202500765,创业实践,智能驾培服务平台,注册成立公司·法人代表,,法人代表,2026-05-22,,6.0,公示中,吴敏,佐证材料完整，予以通过
202500765,学术论文,混合动力汽车能量管理策略仿真,国际/国内会议·第一作者,,第一作者,2026-06-26,,3.0,待审核,,
202500765,申请专利,一种电动汽车电池包液冷结构,实用新型专利·第一发明人,,第一发明人,2026-08-03,,3.0,待院长审批,吴敏,初审通过，转院长审批
202500765,其他实践活动,暑期高校科学营活动,技能资格培训·中级,,,2026-04-24,,1.0,通过,吴敏,材料齐全，同意认定
202500766,前沿学术报告,汽车百家讲坛,第6-10期·无人驾驶环境感知技术进展,,,2026-05-13,,0.25,驳回,吴敏,盖章缺失，请重新上传完整材料
202500766,年度创新创业项目,院级·负责人,汽车内饰件轻量化设计,,负责人,2025-06-10,2028-06-30,1.0,通过,吴敏,材料齐全，同意认定
202500766,科技创新竞赛,中国大学生方程式汽车大赛,,国家级·二等奖,负责人,2026-04-16,,4.0,驳回,吴敏,时间信息有误，请核对后重新提交
202500766,创业实践,校内共享打印服务站,注册成立公司·团队成员,,团队成员,2026-07-27,,2.0,驳回,吴敏,材料不完整，请补充佐证后重新提交
202500766,学术论文,基于YOLO的车距保持辅助算法研究,国际/国内会议·其他作者,,其他作者,2026-04-12,,1.0,驳回,吴敏,材料不完整，请补充佐证后重新提交
202500766,申请专利,一种多功能汽车后备箱收纳架,实用新型专利·其他发明人,,其他发明人,2026-07-17,,1.5,通过,吴敏,佐证材料完整，予以通过
202500766,其他实践活动,汽车工程学院企业行,学术交流访问·境内交流,,,2026-04-06,,1.0,驳回,吴敏,盖章缺失，请重新上传完整材料
202500767,前沿学术报告,名家学术讲座,单场·车载总线与嵌入式系统开发,,,2026-08-14,,0.5,驳回,吴敏,时间信息有误，请核对后重新提交
202500767,年度创新创业项目,省级·负责人,校园共享电动车调度优化研究,,负责人,2025-09-11,2028-06-30,4.0,通过,吴敏,材料齐全，同意认定
202500767,科技创新竞赛,校智能车校内选拔赛,,校级·三等奖,第三完成人,2026-01-22,,0.25,公示中,吴敏,佐证材料完整，予以通过
202500767,创业实践,校内共享打印服务站,创业训练计划·团队成员,,团队成员,2026-05-06,,1.5,待审核,,
202500767,学术论文,低温环境下锂电池充放电特性研究,普通期刊·第一作者,,第一作者,2026-05-16,,2.0,待审核,,
202500767,申请专利,一种车载智能空气净化装置,实用新型专利·第一发明人,,第一发明人,2026-06-11,,3.0,通过,吴敏,佐证材料完整，予以通过
202500767,其他实践活动,全国大学生汽车科技夏令营,学科冬夏令营·省级,,,2026-03-13,,1.0,通过,吴敏,符合认定条件，通过
202500768,前沿学术报告,信息科学论坛,第1-5期·智能网联汽车技术前沿,,,2026-08-05,,0.25,驳回,吴敏,材料不完整，请补充佐证后重新提交
202500768,年度创新创业项目,省级·一般成员,二手车价格预测模型构建,,一般成员,2025-05-26,2028-06-30,1.5,公示中,吴敏,佐证材料完整，予以通过
202500768,科技创新竞赛,挑战杯全国大学生课外学术科技作品竞赛,,国家级·一等奖,核心成员,2026-07-02,,3.6,待院长审批,吴敏,初审通过，转院长审批
202500768,创业实践,校内共享打印服务站,创业训练计划·团队成员,,团队成员,2026-08-01,,1.5,待审核,,
202500768,学术论文,基于深度学习的路面裂缝检测方法研究,国际/国内会议·第二作者,,第二作者,2026-02-03,,2.0,通过,吴敏,材料齐全，同意认定
202500768,申请专利,一种可调节角度的车载平板支架,实用新型专利·第一发明人,,第一发明人,2026-04-20,,3.0,驳回,吴敏,时间信息有误，请核对后重新提交
202500768,其他实践活动,暑期高校科学营活动,学术交流访问·境内交流,,,2026-06-17,,1.0,通过,吴敏,佐证材料完整，予以通过
202500769,前沿学术报告,汽车百家讲坛,第6-10期·氢能及燃料电池汽车产业展望,,,2026-01-14,,0.25,待审核,,
202500769,年度创新创业项目,校级·负责人,基于机器视觉的行人过街检测系统,,负责人,2025-11-07,2028-06-30,2.0,通过,吴敏,符合认定条件，通过
202500769,科技创新竞赛,山东省大学生机电产品创新设计竞赛,,省级·二等奖,负责人,2026-08-21,,2.0,待审核,,
202500769,创业实践,大学生汽车文创工作室,入驻孵化器·负责人,,负责人,2026-04-28,,4.0,通过,吴敏,材料齐全，同意认定
202500769,学术论文,低温环境下锂电池充放电特性研究,核心期刊·第一作者,,第一作者,2026-06-25,,4.0,待院长审批,吴敏,初审通过，转院长审批
202500769,申请专利,一种车载智能空气净化装置,实用新型专利·第一发明人,,第一发明人,2026-02-24,,3.0,待审核,,
202500769,其他实践活动,德国亚琛工业大学线上交流项目,学术交流访问·境内交流,,,2026-07-05,,1.0,通过,吴敏,符合认定条件，通过
202500770,前沿学术报告,汽车百家讲坛,第11期以后·动力电池热管理关键技术,,,2026-02-28,,0.25,通过,吴敏,符合认定条件，通过
202500770,年度创新创业项目,省级·核心成员,二手车价格预测模型构建,,核心成员,2025-10-24,2028-06-30,3.0,通过,吴敏,符合认定条件，通过
202500770,科技创新竞赛,挑战杯全国大学生课外学术科技作品竞赛,,省级·一等奖,第三完成人,2026-03-21,,1.5,通过,吴敏,符合认定条件，通过
202500770,创业实践,新能源汽车科普工作室,注册成立公司·法人代表,,法人代表,2026-08-14,,6.0,待审核,,
202500770,学术论文,低温环境下锂电池充放电特性研究,普通期刊·第二作者,,第二作者,2026-08-17,,1.0,驳回,吴敏,盖章缺失，请重新上传完整材料
202500770,申请专利,一种车载智能空气净化装置,实用新型专利·第一发明人,,第一发明人,2026-02-03,,3.0,驳回,吴敏,认定依据不足，请补充说明材料
202500770,其他实践活动,汽车造型设计工作坊,学术交流访问·出境交流,,,2026-07-22,,2.0,驳回,吴敏,材料不完整，请补充佐证后重新提交
202500771,前沿学术报告,汽车百家讲坛,第11期以后·氢能及燃料电池汽车产业展望,,,2026-01-16,,0.25,驳回,吴敏,材料不完整，请补充佐证后重新提交
202500771,年度创新创业项目,校级·一般成员,二手车价格预测模型构建,,一般成员,2025-09-07,2028-06-30,1.0,通过,吴敏,材料齐全，同意认定
202500771,科技创新竞赛,全国大学生机械创新设计大赛,,省级·三等奖,负责人,2026-01-02,,1.0,待审核,,
202500771,创业实践,大学生汽车文创工作室,创业训练计划·负责人,,负责人,2026-02-19,,3.0,通过,吴敏,佐证材料完整，予以通过
202500771,学术论文,基于YOLO的车距保持辅助算法研究,普通期刊·第一作者,,第一作者,2026-05-15,,2.0,待审核,,
202500771,申请专利,一种电动汽车电池包液冷结构,发明专利·第一发明人,,第一发明人,2026-03-17,,6.0,驳回,吴敏,时间信息有误，请核对后重新提交
202500771,其他实践活动,暑期高校科学营活动,学术交流访问·出境交流,,,2026-07-23,,2.0,通过,吴敏,材料齐全，同意认定
202500772,前沿学术报告,名家学术讲座,单场·新能源汽车动力总成发展趋势,,,2026-07-06,,0.5,驳回,吴敏,盖章缺失，请重新上传完整材料
202500772,年度创新创业项目,校级·一般成员,基于深度学习的交通标志识别系统,,一般成员,2025-10-17,2028-06-30,1.0,通过,吴敏,符合认定条件，通过
202500772,科技创新竞赛,全国大学生节能减排社会实践与科技竞赛,,省级·一等奖,核心成员,2026-07-23,,1.8,通过,吴敏,材料齐全，同意认定
202500772,创业实践,大学生汽车文创工作室,入驻孵化器·负责人,,负责人,2026-07-16,,4.0,通过,吴敏,材料齐全，同意认定
202500772,学术论文,电动汽车无线充电耦合机构优化设计,国际/国内会议·第一作者,,第一作者,2026-08-21,,3.0,待审核,,
202500772,申请专利,一种车载智能空气净化装置,发明专利·其他发明人,,其他发明人,2026-04-08,,3.0,驳回,吴敏,材料不完整，请补充佐证后重新提交
202500772,其他实践活动,德国亚琛工业大学线上交流项目,学科冬夏令营·省级,,,2026-03-25,,1.0,通过,吴敏,材料齐全，同意认定
202500773,前沿学术报告,信息科学论坛,第1-5期·新能源汽车动力总成发展趋势,,,2026-08-10,,0.25,通过,吴敏,材料齐全，同意认定
202500773,年度创新创业项目,国家级·核心成员,校园共享电动车调度优化研究,,核心成员,2025-07-06,2028-06-30,4.0,通过,吴敏,佐证材料完整，予以通过
202500773,科技创新竞赛,中国国际大学生创新大赛,,国家级·二等奖,负责人,2026-02-28,,4.0,通过,吴敏,符合认定条件，通过
202500773,创业实践,新能源汽车科普工作室,创业训练计划·团队成员,,团队成员,2026-06-11,,1.5,通过,吴敏,符合认定条件，通过
202500773,学术论文,混合动力汽车能量管理策略仿真,国际/国内会议·其他作者,,其他作者,2026-08-13,,1.0,待院长审批,吴敏,初审通过，转院长审批
202500773,申请专利,一种电动汽车电池包液冷结构,实用新型专利·其他发明人,,其他发明人,2026-06-15,,1.5,驳回,吴敏,认定依据不足，请补充说明材料
202500773,其他实践活动,暑期高校科学营活动,学术交流访问·境内交流,,,2026-08-25,,1.0,通过,吴敏,符合认定条件，通过
202500774,前沿学术报告,汽车百家讲坛,第1-5期·汽车芯片与域控制器架构,,,2026-05-19,,0.25,待审核,,
202500774,年度创新创业项目,校级·一般成员,基于STM32的智能循迹小车,,一般成员,2025-04-15,2028-06-30,1.0,通过,吴敏,符合认定条件，通过
202500774,科技创新竞赛,全国大学生智能汽车竞赛,,省级·一等奖,负责人,2026-08-20,,3.0,待审核,,
202500774,创业实践,新能源汽车科普工作室,入驻孵化器·负责人,,负责人,2026-05-06,,4.0,通过,吴敏,符合认定条件，通过
202500774,学术论文,低温环境下锂电池充放电特性研究,普通期刊·第一作者,,第一作者,2026-02-23,,2.0,通过,吴敏,符合认定条件，通过
202500774,申请专利,一种多功能汽车后备箱收纳架,实用新型专利·第一发明人,,第一发明人,2026-01-15,,3.0,驳回,吴敏,材料不完整，请补充佐证后重新提交
202500774,其他实践活动,暑期高校科学营活动,技能资格培训·初级,,,2026-08-11,,0.5,通过,吴敏,符合认定条件，通过
202500775,前沿学术报告,汽车百家讲坛,第11期以后·智能网联汽车技术前沿,,,2026-04-09,,0.25,通过,吴敏,佐证材料完整，予以通过
202500775,年度创新创业项目,校级·核心成员,太阳能小车能量管理策略研究,,核心成员,2025-06-21,2028-06-30,1.5,待审核,,
202500775,科技创新竞赛,中国国际大学生创新大赛,,国家级·三等奖,核心成员,2026-02-02,,1.2,通过,吴敏,材料齐全，同意认定
202500775,创业实践,校园二手书流转平台,注册成立公司·法人代表,,法人代表,2026-02-06,,6.0,驳回,吴敏,认定依据不足，请补充说明材料
202500775,学术论文,燃料电池汽车氢气循环系统特性分析,普通期刊·其他作者,,其他作者,2026-04-11,,0.5,待审核,,
202500775,申请专利,一种新能源汽车充电枪锁止机构,实用新型专利·第一发明人,,第一发明人,2026-06-11,,3.0,待审核,,
202500775,其他实践活动,汽车工程学院企业行,学科冬夏令营·校级,,,2026-08-10,,0.5,通过,吴敏,符合认定条件，通过
202500776,前沿学术报告,名家学术讲座,单场·氢能及燃料电池汽车产业展望,,,2026-02-05,,0.5,通过,吴敏,材料齐全，同意认定
202500776,年度创新创业项目,校级·核心成员,基于深度学习的交通标志识别系统,,核心成员,2025-11-16,2028-06-30,1.5,驳回,吴敏,认定依据不足，请补充说明材料
202500776,科技创新竞赛,中国大学生方程式汽车大赛,,国家级·二等奖,第二完成人,2026-06-17,,2.8,待审核,,
202500776,创业实践,二手车检测陪购服务工作室,注册成立公司·合伙人,,合伙人,2026-08-10,,4.0,待院长审批,吴敏,初审通过，转院长审批
202500776,学术论文,基于多目标优化的车身结构轻量化设计,普通期刊·第二作者,,第二作者,2026-01-24,,1.0,驳回,吴敏,时间信息有误，请核对后重新提交
202500776,申请专利,一种可调节角度的车载平板支架,外观设计专利·其他发明人,,其他发明人,2026-02-02,,1.0,驳回,吴敏,盖章缺失，请重新上传完整材料
202500776,其他实践活动,汽车工程学院企业行,学术交流访问·出境交流,,,2026-01-05,,2.0,通过,吴敏,材料齐全，同意认定
202500777,前沿学术报告,名家学术讲座,单场·无人驾驶环境感知技术进展,,,2026-03-23,,0.5,通过,吴敏,符合认定条件，通过
202500777,年度创新创业项目,院级·负责人,新能源汽车电池热管理优化研究,,负责人,2025-07-16,2028-06-30,1.0,通过,吴敏,材料齐全，同意认定
202500777,科技创新竞赛,山东省大学生机电产品创新设计竞赛,,省级·二等奖,第三完成人,2026-05-04,,1.0,通过,吴敏,符合认定条件，通过
202500777,创业实践,智能驾培服务平台,入驻孵化器·团队成员,,团队成员,2026-01-01,,2.0,通过,吴敏,符合认定条件，通过
202500777,学术论文,混合动力汽车能量管理策略仿真,普通期刊·第一作者,,第一作者,2026-08-11,,2.0,通过,吴敏,符合认定条件，通过
202500777,申请专利,一种电动汽车电池包液冷结构,外观设计专利·第一发明人,,第一发明人,2026-04-22,,2.0,待院长审批,吴敏,初审通过，转院长审批
202500777,其他实践活动,暑期高校科学营活动,技能资格培训·高级,,,2026-05-05,,1.5,驳回,吴敏,盖章缺失，请重新上传完整材料
202500778,前沿学术报告,信息科学论坛,第1-5期·无人驾驶环境感知技术进展,,,2026-06-16,,0.25,待审核,,
202500778,年度创新创业项目,国家级·负责人,新能源汽车电池热管理优化研究,,负责人,2025-01-21,2028-06-30,6.0,通过,吴敏,佐证材料完整，予以通过
202500778,科技创新竞赛,全国大学生数学建模竞赛,,国家级·一等奖,负责人,2026-02-23,,6.0,待审核,,
202500778,创业实践,大学生汽车文创工作室,入驻孵化器·负责人,,负责人,2026-07-21,,4.0,待审核,,
202500778,学术论文,燃料电池汽车氢气循环系统特性分析,SCI/EI 收录·第一作者,,第一作者,2026-06-14,,6.0,待审核,,
202500778,申请专利,一种多功能汽车后备箱收纳架,外观设计专利·其他发明人,,其他发明人,2026-07-04,,1.0,通过,吴敏,材料齐全，同意认定
202500778,其他实践活动,汽车工程学院企业行,学术交流访问·境内交流,,,2026-01-11,,1.0,待审核,,
202500779,前沿学术报告,名家学术讲座,单场·动力电池热管理关键技术,,,2026-01-20,,0.5,通过,吴敏,符合认定条件，通过
202500779,年度创新创业项目,省级·负责人,新能源汽车电池热管理优化研究,,负责人,2025-04-25,2028-06-30,4.0,通过,吴敏,符合认定条件，通过
202500779,科技创新竞赛,全国大学生数学建模竞赛,,国家级·一等奖,第一完成人,2026-04-08,,6.0,驳回,吴敏,材料不完整，请补充佐证后重新提交
202500779,创业实践,二手车检测陪购服务工作室,创业训练计划·团队成员,,团队成员,2026-06-20,,1.5,通过,吴敏,材料齐全，同意认定
202500779,学术论文,混合动力汽车能量管理策略仿真,国际/国内会议·其他作者,,其他作者,2026-03-10,,1.0,驳回,吴敏,材料不完整，请补充佐证后重新提交
202500779,申请专利,一种新能源汽车充电枪锁止机构,发明专利·其他发明人,,其他发明人,2026-05-18,,3.0,驳回,吴敏,认定依据不足，请补充说明材料
202500779,其他实践活动,德国亚琛工业大学线上交流项目,学术交流访问·出境交流,,,2026-03-21,,2.0,通过,吴敏,符合认定条件，通过
202500780,前沿学术报告,汽车百家讲坛,第6-10期·汽车空气动力学优化设计,,,2026-05-24,,0.25,通过,吴敏,符合认定条件，通过
202500780,年度创新创业项目,省级·一般成员,智能导览机器人设计与实现,,一般成员,2025-07-17,2028-06-30,1.5,待审核,,
202500780,科技创新竞赛,山东省大学生机电产品创新设计竞赛,,省级·一等奖,第一完成人,2026-03-11,,3.0,待审核,,
202500780,创业实践,校内共享打印服务站,创业训练计划·团队成员,,团队成员,2026-04-28,,1.5,待院长审批,吴敏,初审通过，转院长审批
202500780,学术论文,基于YOLO的车距保持辅助算法研究,核心期刊·第一作者,,第一作者,2026-07-26,,4.0,驳回,吴敏,盖章缺失，请重新上传完整材料
202500780,申请专利,一种多功能汽车后备箱收纳架,发明专利·第一发明人,,第一发明人,2026-02-27,,6.0,驳回,吴敏,材料不完整，请补充佐证后重新提交
202500780,其他实践活动,汽车工程学院企业行,技能资格培训·高级,,,2026-04-14,,1.5,待审核,,
202500781,前沿学术报告,汽车百家讲坛,第11期以后·智能网联汽车技术前沿,,,2026-01-25,,0.25,通过,吴敏,佐证材料完整，予以通过
202500781,年度创新创业项目,校级·核心成员,基于深度学习的交通标志识别系统,,核心成员,2025-03-11,2028-06-30,1.5,驳回,吴敏,时间信息有误，请核对后重新提交
202500781,科技创新竞赛,挑战杯全国大学生课外学术科技作品竞赛,,省级·一等奖,第二完成人,2026-03-14,,2.1,通过,吴敏,材料齐全，同意认定
202500781,创业实践,校园二手书流转平台,创业训练计划·团队成员,,团队成员,2026-02-28,,1.5,驳回,吴敏,材料不完整，请补充佐证后重新提交
